id,type,name,vintage,adapted_from,adaptation,sequel,related,spinoff,episode_count,genres,themes,nb_votes,weighted_score,bayesian_score,begin_year,end_year
19973,TV,King's Game The Animation,10/5/2017,NA,NA,NA,NA,NA,12,drama/horror/mystery/supernatural/thriller,gore/school/survival game,111,4.3107,4.62134,2017,NA
19972,TV,Slow Start,1/6/2018,19568,NA,NA,NA,NA,NA,comedy/slice of life,moe/school life/Yuri,69,6.7748,6.88147,2018,NA
19955,movie,Princess and the Moon,1983-07,NA,NA,NA,NA,NA,NA,drama,NA,1,7,NA,1983,NA
19954,movie,Cherry Tree,1983-07,NA,NA,NA,NA,NA,NA,drama,NA,1,10,NA,1983,NA
19946,TV,Marvel Future Avengers,7/22/2017,NA,NA,21124,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
19945,TV,Just Because!,10/5/2017,NA,NA,NA,NA,NA,12,drama/romance,coming of age/love triangle/school/school life,155,7.3014,7.3153,2017,NA
19944,movie,Boy and the Blue Sea,1983-07,NA,NA,NA,NA,NA,1,drama,NA,1,7,NA,1983,NA
19943,TV,World Fool News Part II,2017-04-02 to 2017-06-18,NA,NA,NA,NA,NA,12,comedy,NA,5,6.7189,NA,2017,2017
19942,movie,Snow Country Prince,12/21/1985,NA,NA,NA,NA,NA,NA,drama,NA,1,7,NA,1985,NA
19934,TV,Alice or Alice,4/4/2018,19895,NA,NA,NA,NA,12,comedy/slice of life,ecchi/family/fanservice/twins,32,5.2372,5.85291,2018,NA
19927,TV,Ninja Girl & Samurai Master 2nd,4/5/2017,NA,NA,20566,NA,NA,26,comedy,NA,34,7.196,7.27395,2017,NA
19922,TV,DamePri Anime Caravan,1/10/2018,NA,NA,NA,NA,NA,NA,fantasy/romance,NA,35,5.9757,6.36356,2018,NA
19921,TV,"Wake Up, Girls! New Chapter",10/9/2017,NA,NA,NA,NA,NA,13,comedy/drama,idols/music,54,7.5052,7.50331,2017,NA
19920,movie,"Love, Chunibyo and Other Delusions! Take On Me",1/6/2018,NA,NA,NA,NA,NA,NA,comedy/drama/romance,NA,80,7.6252,7.60819,2018,NA
19919,TV,My Girlfriend is Shobitch,10/11/2017,19918,NA,NA,NA,NA,10,comedy/romance,ecchi/fanservice/harem/school,128,6.1284,6.24552,2017,NA
19908,TV,Dances with the Dragons,4/5/2018,NA,NA,NA,NA,NA,NA,fantasy,NA,47,5.5834,5.97216,2018,NA
19907,movie,Eureka Seven Hi-Evolution,8/23/2017,NA,NA,NA,NA,NA,NA,drama/science fiction,mecha,10,5.8429,NA,2017,NA
19898,TV,TsukiPro the Animation,10/4/2017,NA,NA,23476,NA,NA,NA,NA,idols,9,6.0223,NA,2017,NA
19893,movie,Mobile Suit Gundam Thunderbolt: Bandit Flower,11/18/2017,NA,NA,NA,NA,NA,NA,action/drama/science fiction,mecha/military/war,35,7.621,7.58878,2017,NA
19885,TV,Seven Deadly Sins: Revival of The Commandments,1/6/2018,NA,NA,20834,NA,NA,24,adventure/fantasy,NA,226,7.8505,7.83257,2018,NA
19884,TV,Idolm@ster SideM,9/30/2017,NA,NA,NA,21308,NA,13,NA,idols,17,6.8281,7.10398,2017,NA
19883,movie,Kirakira Precure a la Mode: Paris to! Omoide no Mille-Feuille!,10/28/2017,NA,NA,NA,NA,NA,NA,NA,cooking,7,6.9188,NA,2017,NA
19876,TV,Urahara,10/4/2017,NA,NA,NA,NA,NA,12,action/comedy/psychological/science fiction,aliens/magical girl,38,5.476,5.96051,2017,NA
19872,TV,Ryuo's Work Is Never Done!,1/8/2018,19870,NA,NA,NA,NA,12,comedy/drama/romance/tournament,harem/lolicon/sports,88,6.688,6.78482,2018,NA
19852,TV,Musasino!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850,TV,DARLING in the FRANXX,1/13/2018,NA,NA,NA,NA,NA,NA,action/drama/psychological/romance/science fiction,fanservice/mecha/robot girl/super robot,451,7.0344,7.04633,2018,NA
19848,movie,Maquia - When the Promised Flower Blooms,2/24/2018,NA,20857,NA,NA,NA,NA,adventure/drama/fantasy,NA,180,8.3673,8.31277,2018,NA
19838,movie,Taka no Tsume 8: Yoshida-kun no ?? File,8/20/2016,NA,NA,NA,19832,NA,NA,NA,NA,NA,NA,NA,2016,NA
19835,TV,Himitsu Kessha Taka no Tsume DO,2015,NA,NA,19836,NA,NA,38,NA,NA,NA,NA,NA,2015,NA
19834,TV,Himitsu Kessha Taka no Tsume Gaiden Mukashi no Yoshida-kun,1/21/2012,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,2012,NA
19833,TV,Himitsu Kessha Taka no Tsume EX,2014-04,NA,NA,19835,NA,NA,38,NA,NA,NA,NA,NA,2014,NA
19832,movie,DC Super Heroes vs. Eagle Talon,10/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2017,NA
19828,TV,Place Further Than the Universe,1/2/2018,NA,NA,NA,NA,NA,13,adventure/comedy/drama,high school,338,8.3956,8.36472,2018,NA
19827,TV,Girls' Last Tour,10/6/2017,18751,NA,NA,NA,NA,12,adventure/drama,NA,243,7.9997,7.97594,2017,NA
19826,TV,Rising of The Shield Hero,1/9/2019,17607,NA,23602,NA,NA,25,adventure/drama/fantasy/psychological,harem/monsters/other world/politics,457,8.038,8.0241,2019,NA
19821,TV,FLCL Alternative,9/8/2018,NA,NA,NA,NA,NA,6,NA,NA,88,6.7558,6.84448,2018,NA
19820,TV,FLCL Progressive,6/2/2018,NA,NA,NA,19821,NA,6,NA,NA,115,6.8128,6.87724,2018,NA
19819,TV,Attack on Titan,7/22/2018,NA,NA,21812,NA,NA,12,action/drama/fantasy/horror/psychological/thriller,military/post-apocalyptic/superpowers/tragedy,436,8.2029,8.18393,2018,NA
19812,TV,Konohana Kitan,10/4/2017,19394,NA,NA,NA,NA,12,comedy/slice of life/supernatural,foxgirls/yuri,152,7.5028,7.50221,2017,NA
19808,movie,Digimon Adventure tri.: Coexistence,9/30/2017,NA,NA,20474,NA,NA,NA,NA,NA,53,6.0845,6.34486,2017,NA
19807,TV,Food Wars! The Third Plate,10/3/2017,NA,NA,20599,NA,NA,12,comedy/drama/tournament,cooking/ecchi/school,288,7.862,7.84731,2017,NA
19805,movie,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",12/2/2017,19804,NA,20790,NA,NA,NA,NA,NA,10,7.8103,NA,2017,NA
19801,TV,ClassicaLoid,10/7/2017,NA,NA,NA,NA,NA,NA,comedy/science fiction,music,24,6.4688,6.8108,2017,NA
19773,movie,Bungo Stray Dogs: Dead Apple,3/3/2018,NA,NA,21733,NA,NA,NA,NA,NA,83,7.2445,7.27612,2018,NA
19763,TV,Irresponsible Galaxy Tylor,7/11/2017,NA,NA,NA,NA,NA,NA,science fiction,NA,37,3.7578,4.67298,2017,NA
19762,TV,Ancient Magus' Bride,10/7/2017,16625,NA,NA,23599/24126,NA,24,drama/magic/romance,special abilities,522,7.982,7.97105,2017,NA
19761,TV,Yamishibai: Japanese Ghost Stories,7/2/2017,NA,NA,20937,NA,NA,13,horror/supernatural,folklore/ghosts/monsters,29,6.3909,6.71399,2017,NA
19756,movie,Hinata no Aoshigure,10/13/2013,NA,NA,NA,NA,NA,NA,drama/magic,NA,18,6.7742,7.06244,2013,NA
19755,movie,Shashinkan,10/13/2013,NA,NA,NA,NA,NA,NA,NA,NA,8,7.5959,NA,2013,NA
19749,TV,"Nora, Princess, and Stray Cat",7/12/2017,NA,NA,NA,NA,NA,12,NA,NA,41,5.309,5.8039,2017,NA
19746,movie,Haikyu!! The Movie: Battle of Concepts,9/29/2017,NA,NA,NA,NA,NA,NA,NA,NA,13,7.9926,7.75366,2017,NA
19745,movie,Haikyu!! Sain?? to Sense,9/15/2017,NA,NA,19746,NA,NA,NA,NA,NA,11,7.3607,NA,2017,NA
19744,movie,Gekij??-ban Hibike! Euphonium: Todoketai Melody,9/30/2017,NA,NA,NA,NA,NA,NA,NA,NA,18,7.7703,7.6601,2017,NA
19743,TV,Black Clover,10/3/2017,17059,NA,NA,25071,22967,170,action/comedy/fantasy,NA,154,6.6791,6.73807,2017,NA
19742,movie,Dance with Devils: Fortuna,11/4/2017,NA,NA,NA,NA,NA,NA,romance/supernatural,demons/vampires,1,3,NA,2017,NA
19741,TV,Mr. Osomatsu,10/2/2017,NA,NA,21718,NA,NA,25,comedy/slice of life,parody,47,7.2845,7.32727,2017,NA
19725,TV,Ik??men Sengoku: Bromances Across Time,7/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,15,4.6913,5.9373,2017,NA
19724,TV,Senki Zessh?? Symphogear AXZ,7/1/2017,NA,NA,22019,NA,22568,13,action/drama/science fiction,fighting/Music/yuri,38,6.4739,6.71892,2017,NA
19711,TV,Record of Grancrest War,1/5/2018,NA,NA,NA,NA,NA,24,fantasy,war,215,6.8703,6.90331,2018,NA
19700,movie,Gekij??ban Rokumon Tengai Mon Colle Knight: Densetsu no Fire Dragon,7/15/2000,NA,NA,NA,NA,NA,NA,adventure/fantasy,NA,1,6,NA,2000,NA
19675,TV,Ms. Koizumi loves ramen noodles,1/4/2018,19674,NA,NA,NA,NA,12,comedy,cooking,148,7.068,7.10001,2018,NA
19670,TV,Inuyashiki Last Hero,10/12/2017,16455,NA,NA,NA,NA,11,action/psychological/science fiction/thriller,NA,287,7.8275,7.81415,2017,NA
19669,TV,Blend S,10/7/2017,18700,NA,NA,NA,NA,12,comedy/romance/slice of life,caf<U+8305>/moe,209,7.1647,7.18262,2017,NA
19667,TV,Predator in a Skirt,7/2/2017,19666,NA,NA,NA,NA,12,erotica/romance,crossdressing,30,5.4639,6.04416,2017,NA
19665,TV,Violet Evergarden,1/10/2018,NA,NA,22376,NA,NA,13,drama/fantasy/science fiction,living dolls/military/steampunk/war,552,8.4144,8.39483,2018,NA
19661,TV,Silver Guardian,4/1/2017,NA,NA,20500,NA,NA,18,NA,NA,65,5.6638,5.94915,2017,NA
19659,TV,DIVE!!,7/6/2017,NA,NA,NA,21196,NA,12,tournament,sports,45,6.2511,6.51293,2017,NA
19644,TV,Furusato Meguri Nippon no Mukashi Banashi,4/2/2017,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,2017,NA
19643,TV,Nintama Rantaro,2017-04-03 to 2017-10-27,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,2017,2017
19642,TV,Nintama Rantaro,2016-04-04 to 2016-11-11,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,2016,2016
19641,TV,Nintama Rantaro,2015-03-30 to 2016-01-03,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,2015,2016
19640,TV,Nintama Rantaro,2014-04-01 to 2015-03-20,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,2014,2015
19639,TV,Nintama Rantaro,2013-04-01 to 2013-07-12,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,2013,2013
19638,movie,Zunda Horizon,3/11/2017,NA,NA,NA,NA,NA,NA,action/drama,NA,3,4.7007,NA,2017,NA
19636,movie,Genbanoj??,3/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,2017,NA
19635,movie,RedAsh -GEARWORLD-,3/11/2017,NA,NA,NA,20003,NA,NA,NA,NA,7,5.0028,NA,2017,NA
19634,movie,Charanpo Land no B??ken,3/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
19621,TV,Kaito ?? Ansa,7/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,2017,NA
19614,TV,Land of the Lustrous,10/7/2017,17148,NA,NA,NA,NA,12,action/drama/fantasy/mystery,NA,328,8.0879,8.06697,2017,NA
19593,TV,New Game!!,7/11/2017,NA,NA,NA,NA,NA,12,comedy/slice of life,moe/yuri,189,7.7843,7.76702,2017,NA
19592,TV,Sister's All You Need,10/8/2017,19590,NA,NA,NA,NA,12,comedy/romance/slice of life,ecchi/fanservice/harem/otaku,148,7.1097,7.13858,2017,NA
19589,movie,Soreike! Anpanman Buruburu no Takarasagashi Daib??ken!,7/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA
19582,movie,Eiga Crayon Shin-chan Sh??rai! Uch??jin Shiriri,4/15/2017,NA,NA,20360,NA,NA,NA,NA,NA,2,7,NA,2017,NA
19544,TV,Classroom of the Elite,7/12/2017,20395,NA,NA,NA,NA,12,drama/psychological,school/school life,289,7.4182,7.42125,2017,NA
19543,TV,Teeky??,7/12/2017,NA,NA,NA,NA,NA,NA,comedy,high school/school life/sports/tennis,39,6.5917,6.80419,2017,NA
19487,TV,Cardcaptor Sakura: Clear Card,1/7/2018,19483,NA,NA,NA,NA,22,adventure/comedy/magic,magical girl,109,6.8239,6.89044,2018,NA
19481,movie,"Fireworks, Should We See it from the Side or the Bottom?",8/18/2017,NA,NA,NA,20603,NA,NA,comedy/romance/slice of life,NA,138,6.531,6.6081,2017,NA
19480,TV,Anime-Gataris,10/8/2017,NA,NA,NA,NA,NA,12,comedy/slice of life,parody/school life,118,6.9308,6.98286,2017,NA
19479,TV,Restaurant to Another World,7/3/2017,19823,NA,24328,NA,NA,12,fantasy/slice of life,cooking/other world,255,7.1461,7.16177,2017,NA
19478,TV,Action Heroine Cheer Fruits,7/6/2017,NA,NA,NA,NA,NA,12,NA,NA,44,6.7342,6.89719,2017,NA
19475,TV,Convenience Store Boy Friends,7/6/2017,NA,NA,NA,NA,NA,12,romance/slice of life,NA,71,5.7323,5.98712,2017,NA
19464,TV,Code:Realize -Guardian of Rebirth-,10/7/2017,NA,NA,NA,NA,NA,12,mystery/romance,male harem/steampunk,66,5.7038,5.97934,2017,NA
19431,movie,Twilight,6/21/2019,NA,NA,NA,NA,NA,NA,NA,NA,25,6.8104,7.03237,2019,NA
19420,movie,Night at High Noon and the Wonder Gate,5/14/2016,NA,NA,NA,NA,NA,NA,NA,NA,3,6.6787,NA,2016,NA
19417,movie,Rudolf the Black Cat,7/12/2016,NA,NA,NA,NA,NA,NA,adventure/drama,NA,2,8.8797,NA,2016,NA
19416,TV,Hell Girl: Fourth Twilight,7/14/2017,NA,NA,NA,NA,NA,12,drama/horror/psychological/supernatural,death/revenge/tragedy,71,6.021,6.23408,2017,NA
19412,TV,Katsugeki: Touken Ranbu,7/1/2017,NA,NA,25100,NA,NA,13,action,NA,73,6.3129,6.47976,2017,NA
19410,TV,18if,7/7/2017,NA,NA,NA,NA,NA,13,mystery,NA,62,5.8347,6.10391,2017,NA
19409,TV,Hitorijime My Hero,7/8/2017,18582,NA,NA,NA,NA,12,comedy/drama/romance,delinquents/school life/student teacher relationship/yaoi,69,6.5013,6.64849,2017,NA
19405,movie,"No Game, No Life Zero",7/15/2017,NA,NA,NA,NA,NA,NA,NA,NA,243,7.9699,7.94754,2017,NA
19402,TV,Centaur's Life,7/9/2017,15161,NA,NA,NA,NA,12,comedy/fantasy/slice of life,magical creatures/school life,134,6.6482,6.71778,2017,NA
19401,TV,Infini-T Force,10/3/2017,NA,NA,20468,NA,NA,12,action/science fiction,NA,18,5.3029,6.17966,2017,NA
19400,TV,School Babysitters,1/7/2018,13649,NA,NA,NA,NA,13,comedy/slice of life,family/school life,102,7.2243,7.25277,2018,NA
19399,TV,Gamers!,7/13/2017,19656,NA,NA,NA,NA,12,comedy/romance,love triangle/school life,307,7.0655,7.08165,2017,NA
19398,TV,Citrus,1/6/2018,15835,NA,NA,NA,NA,NA,drama/romance,high school/shoujo-ai/yuri,205,6.4961,6.55133,2018,NA
19395,TV,Dies irae,10/6/2017,NA,NA,21103,NA,NA,12,action/fantasy,NA,65,4.0324,4.57199,2017,NA
19393,TV,Princess Principal,7/9/2017,NA,NA,23071,NA,NA,12,action/drama/mystery/science fiction,politics,228,7.8621,7.84373,2017,NA
19392,movie,Kami-sama Minarai: Himitsu no Cocotama,4/28/2017,NA,NA,NA,NA,NA,NA,adventure/comedy/drama,NA,2,6.4465,NA,2017,NA
19391,TV,Elegant Yokai Apartment Life,7/3/2017,NA,NA,NA,NA,NA,26,slice of life/supernatural,NA,111,6.5073,6.60364,2017,NA
19389,movie,Godzilla: Planet of the Monsters,11/17/2017,NA,NA,20556,NA,NA,NA,action/drama/science fiction,mecha/monsters/post-apocalyptic,132,6.5858,6.66155,2017,NA
19388,TV,Reflection,7/22/2017,NA,NA,NA,NA,NA,12,NA,NA,33,5.228,5.83248,2017,NA
19386,movie,Kimi no Koe o Todoketai,8/25/2017,NA,NA,NA,NA,NA,NA,NA,NA,16,6.9047,7.1576,2017,NA
19384,TV,Inazuma Eleven: Ares no Tenbin,4/6/2018,NA,NA,21293,NA,NA,26,NA,NA,2,3.5872,NA,2018,NA
19380,TV,In Another World With My Smartphone,7/11/2017,19379,NA,NA,NA,NA,12,adventure/comedy/fantasy,harem,247,6.3088,6.36375,2017,NA
19376,TV,Battle Girl High School,7/2/2017,NA,NA,NA,NA,NA,12,science fiction,magical girl,23,5.0511,5.88894,2017,NA
19364,TV,Hozuki's Coolheadedness,10/7/2017,NA,NA,20677,NA,NA,13,comedy/slice of life/supernatural,dark comedy/demons,65,7.8765,7.81701,2017,NA
19362,TV,Knight's & Magic,7/2/2017,19671,NA,NA,NA,NA,13,action/fantasy,mecha/otaku/other world/parallel universe/robots,198,6.9204,6.95322,2017,NA
19360,TV,Lights of the Clione,7/12/2017,NA,NA,NA,NA,NA,12,NA,NA,23,5.4229,6.13327,2017,NA
19359,TV,Children of the Whales,10/8/2017,19358,NA,NA,NA,NA,12,action/drama/fantasy/mystery/psychological,espers/post-apocalyptic,160,6.8892,6.93145,2017,NA
19357,TV,UQ Holder!,10/2/2017,15602,NA,NA,NA,NA,12,NA,NA,77,6.2546,6.42182,2017,NA
19356,TV,March comes in like a lion,10/14/2017,NA,NA,NA,NA,NA,22,comedy/drama/tournament,family/sports,196,8.3608,8.31084,2017,NA
19354,movie,Girls und Panzer das Finale,12/9/2017,NA,NA,NA,NA,NA,NA,NA,NA,10,7.8122,NA,2017,NA
19353,movie,Free! -Take Your Marks-,10/28/2017,NA,NA,20895,NA,NA,NA,tournament,bishounen/fanservice/school life/sports,33,7.3324,7.37571,2017,NA
19352,movie,Free! The Movie -Timeless Medley- the Promise,7/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,4,7.046,NA,2017,NA
19351,movie,Free! The Movie -Timeless Medley- the Bond,4/22/2017,NA,NA,22313,NA,19352,NA,NA,NA,5,7.3589,NA,2017,NA
19350,movie,Pok??mon the Movie: I Choose You!,7/15/2017,NA,NA,20849,NA,NA,NA,NA,NA,45,6.8742,7.00485,2017,NA
19338,movie,Fairy Tail: Dragon Cry,5/6/2017,NA,NA,NA,NA,NA,NA,action/comedy/fantasy,NA,51,7.3966,7.4153,2017,NA
19335,TV,Juni Taisen: Zodiac War,2017-10-03 to 2017-12-19,19846,NA,NA,NA,NA,12,action/fantasy/tournament,NA,228,6.3407,6.39841,2017,2017
19334,TV,World Yamizukan,4/2/2017,NA,NA,NA,NA,NA,13,horror/supernatural,NA,26,4.474,5.42794,2017,NA
19329,TV,Idol Time PriPara,4/4/2017,NA,NA,NA,NA,NA,51,NA,idols,2,6.3737,NA,2017,NA
19325,TV,PriPri Chii-chan!!,4/15/2017,17860,NA,NA,NA,NA,NA,NA,NA,7,6.347,NA,2017,NA
19318,TV,Pikaia!!,2/26/2017,NA,NA,NA,NA,NA,13,science fiction,NA,NA,NA,NA,2017,NA
19316,TV,Rilu Rilu Fairilu: Mah?? no Kagami,4/7/2017,NA,NA,21079,NA,NA,51,NA,NA,NA,NA,NA,2017,NA
19311,TV,On a Lustful Night Mingling with a Priest,4/2/2017,19310,NA,NA,NA,NA,12,romance,NA,32,4.704,5.46513,2017,NA
19260,TV,STARMYU,4/3/2017,NA,NA,21981,NA,NA,12,NA,idols,16,6.7281,7.05669,2017,NA
19257,movie,Eiga Precure Dream Stars!,3/18/2017,NA,NA,20510,NA,NA,NA,NA,NA,5,5.8796,NA,2017,NA
19256,movie,Y??ki Y??na wa Y??sha de Aru: Washio Sumi no Sh??,3/18/2017,NA,NA,NA,NA,NA,NA,NA,NA,22,7.6883,7.62001,2017,NA
19255,movie,"Doraemon the Movie: ""Kachi-Kochi"" Nobita's Great Adventure in the Antarctic",3/4/2017,NA,NA,20361,NA,NA,NA,adventure,NA,7,6.8851,NA,2017,NA
19254,TV,My First Girlfriend is a Gal,2017-07-12 to 2017-09-13,19016,NA,NA,NA,NA,10,comedy/romance/slice of life,ecchi/fanservice/harem/school life,192,6.1296,6.20991,2017,2017
19223,movie,Mary and The Witch's Flower,7/8/2017,NA,NA,NA,NA,NA,NA,adventure/magic/thriller,school/witches,151,7.324,7.33657,2017,NA
19214,TV,Tomica Hyper Rescue Drive Head Kid?? Ky??ky?? Keisatsu,4/15/2017,NA,NA,20568,NA,NA,37,NA,NA,1,6,NA,2017,NA
19188,TV,Vatican Miracle Examiner,7/7/2017,NA,NA,NA,NA,NA,12,horror/mystery/psychological/supernatural,occult/priests and priestesses/religion/tragedy,57,5.6599,5.97901,2017,NA
19183,TV,Idolm@ster Cinderella Girls Theater,4/4/2017,19181,NA,21986,NA,NA,NA,NA,NA,17,6.1027,6.67874,2017,NA
19180,TV,Yu-Gi-Oh! VRAINS,5/10/2017,NA,NA,NA,NA,NA,NA,NA,NA,9,6.3109,NA,2017,NA
19161,TV,ID-0,4/9/2017,NA,NA,NA,NA,NA,12,science fiction,mecha,70,6.6846,6.80317,2017,NA
19159,TV,Akindo Sei Little Peso,4/3/2017,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,2017,NA
19158,TV,Room Mate,4/12/2017,NA,NA,NA,NA,NA,12,NA,NA,18,4.7539,5.85026,2017,NA
19145,TV,Love and Lies,7/3/2017,19143,NA,NA,NA,NA,12,comedy/drama/romance,love triangle/school life,114,6.4946,6.58986,2017,NA
19104,TV,Clean Freak! Aoyama kun,7/2/2017,19103,NA,NA,NA,NA,12,comedy/slice of life,school life/sports,84,6.4736,6.60125,2017,NA
19102,TV,Kakegurui,7/1/2017,17294,NA,21292,NA,NA,12,psychological/thriller/tournament,school,339,7.3661,7.3705,2017,NA
19095,TV,Duel Masters,4/2/2017,NA,NA,20877,NA,NA,51,NA,NA,NA,NA,NA,2017,NA
19094,TV,100% Pascal-sensei,4/15/2017,19093,NA,NA,NA,NA,NA,comedy,NA,9,5.5706,NA,2017,NA
19092,TV,Future Card Buddyfight Battsu,4/1/2017,NA,NA,20812,NA,NA,52,NA,NA,2,7.3875,NA,2017,NA
19057,TV,Tsuredure Children,7/4/2017,19031,NA,NA,NA,NA,12,comedy/romance,school life,280,7.6894,7.6814,2017,NA
19054,TV,Netsuzou Trap -NTR-,7/5/2017,17912,NA,NA,NA,NA,12,drama/romance,ecchi/school life/yuri,96,5.5931,5.8044,2017,NA
19053,movie,Lu over the wall,5/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,61,7.3834,7.40171,2017,NA
19030,TV,Beyblade Burst God,4/3/2017,NA,NA,NA,NA,20757,51,NA,NA,4,6.7692,NA,2017,NA
19029,movie,Fate/kaleid liner Prisma Illya: Vow in the Snow,8/26/2017,NA,NA,NA,21867,NA,NA,NA,NA,46,7.3547,7.38369,2017,NA
19024,TV,Alice & Zoroku,4/2/2017,19023,NA,NA,NA,NA,12,action/drama/science fiction/supernatural,superpowers/tragedy,206,7.3076,7.3179,2017,NA
19022,TV,Aho-Girl,7/4/2017,17103,NA,NA,NA,NA,12,comedy,ecchi/fanservice/school life,221,6.7368,6.77584,2017,NA
19020,TV,Hina Logic - from Luck & Logic,6/24/2017,NA,19577,NA,NA,NA,12,comedy/fantasy,Magical girl/yuri,44,5.8427,6.19672,2017,NA
19019,TV,Tsukigakirei,4/6/2017,NA,NA,NA,NA,NA,12,drama/romance,coming of age/love rectangle/school/social-networking,236,7.8375,7.82092,2017,NA
19018,movie,Gekij??ban PriPara: Mi~nna de Kagayake! Kirarin Star Live,3/4/2017,NA,NA,NA,NA,NA,NA,NA,NA,2,5.7474,NA,2017,NA
19015,TV,Berserk,4/7/2017,NA,NA,NA,NA,NA,12,fantasy/horror,NA,209,7.0789,7.10148,2017,NA
19014,TV,Grimoire of Zero,4/10/2017,19467,NA,NA,NA,NA,12,action/drama/fantasy,conspiracy/war/witches,235,6.9408,6.96772,2017,NA
19011,TV,KADO - The Right Answer,4/7/2017,NA,NA,NA,NA,NA,12,drama/science fiction,NA,190,6.6168,6.66896,2017,NA
19010,TV,Frame Arms Girl,4/3/2017,NA,NA,NA,NA,NA,12,science fiction,NA,54,5.8926,6.18391,2017,NA
19008,TV,Magical Circle Guru-Guru,7/11/2017,NA,NA,NA,NA,NA,NA,adventure/comedy/fantasy,NA,52,7.143,7.20896,2017,NA
19005,movie,Detective Conan: The Crimson Love Letter,4/3/2017,NA,NA,20362,NA,NA,NA,NA,NA,29,7.2828,7.34485,2017,NA
19004,TV,Kenka Banch?? Otome: Girl Beats Boys,4/12/2017,NA,NA,NA,19873,NA,12,NA,NA,79,6.369,6.51746,2017,NA
18999,TV,Saiyuki Reload Blast,7/5/2017,16955,NA,24310,NA,NA,12,NA,NA,53,7.0665,7.14557,2017,NA
18998,TV,Ch??y?? Sekai: Being the Reality,1/12/2017,NA,NA,NA,NA,NA,NA,NA,NA,2,4.7407,NA,2017,NA
18989,TV,Atom The Beginning,4/15/2017,18891,NA,NA,NA,NA,12,science fiction,NA,59,6.772,6.89416,2017,NA
18985,TV,WorldEnd,4/12/2017,19429,NA,NA,NA,NA,12,adventure/drama/fantasy/romance,Post-apocalyptic,290,7.0536,7.07113,2017,NA
18984,TV,Fate/Extra Last Encore,1/27/2018,NA,NA,21106,NA,NA,NA,action,NA,101,6.0325,6.18779,2018,NA
18983,TV,Fate/Apocrypha,7/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,228,7.1307,7.1489,2017,NA
18982,TV,Welcome to the Ballroom,7/8/2017,16846,NA,NA,NA,NA,NA,drama/tournament,NA,125,7.2262,7.24973,2017,NA
18970,TV,Armed Girl's Machiavellism,4/5/2017,18969,NA,NA,NA,NA,12,action/comedy,fanservice/fighting/school/swordplay,151,6.5005,6.5737,2017,NA
18968,movie,Ao Oni: The Animation,2/11/2017,NA,NA,NA,20215,NA,NA,horror/mystery,NA,14,5.1069,6.20901,2017,NA
18967,movie,Overlord: Fushisha no ??,2/25/2017,NA,NA,20398,NA,NA,NA,NA,NA,32,7.6004,7.5716,2017,NA
18966,TV,Altair: A Record of Battles,7/7/2017,18965,NA,NA,NA,NA,NA,adventure/fantasy,historical/politics/war,68,7.0845,7.14605,2017,NA
18964,movie,Kabaneri of the Iron Fortress,12/31/2016,NA,NA,NA,NA,NA,NA,NA,NA,14,7.6608,7.58418,2016,NA
18963,TV,Spiritpact,1/7/2017,NA,NA,20591,NA,NA,NA,drama/romance/supernatural,NA,47,5.6167,5.99869,2017,NA
18962,TV,Kirakira Precure a la Mode,2/5/2017,NA,NA,NA,19883,NA,NA,action/magic,cooking/magical girl,13,6.7559,7.11057,2017,NA
18961,TV,Sentai Heroes Sukiyaki Force - Gunma no Heiwa o Negau Season,1/9/2017,NA,NA,NA,NA,NA,NA,comedy,NA,NA,NA,NA,2017,NA
18960,TV,Yamishibai: Japanese Ghost Stories,1/15/2017,NA,NA,19761,NA,NA,13,horror/supernatural,folklore/ghosts/monsters,37,5.7414,6.1708,2017,NA
18959,TV,Clockwork Planet,4/6/2017,18532,NA,NA,NA,NA,12,science fiction,NA,139,5.8467,5.97767,2017,NA
18958,TV,Gan Gan Ganko-chan,12/19/2016,NA,NA,20605,NA,NA,10,science fiction,NA,NA,NA,NA,2016,NA
