id,type,name,vintage,adapted_from,adaptation,sequel,related,spinoff,episode_count,genres,themes,nb_votes,weighted_score,bayesian_score,begin_year,end_year
6602,movie,Naruto the Movie: Guardians of the Crescent Moon Kingdom,8/5/2006,NA,NA,NA,NA,NA,NA,action/comedy/drama/supernatural,ninja,1274,6.2148,6.22674,2006,NA
6601,TV,Buso Renkin,10/4/2006,3264,NA,NA,NA,NA,26,action/drama/magic,alchemy/Homunculi/superpowers,1997,7.2309,7.23248,2006,NA
6600,movie,Bleach the Movie: Memories of Nobody,12/16/2006,NA,NA,8369,NA,NA,NA,action/drama/supernatural,NA,2322,7.277,7.27812,2006,NA
6592,TV,Death Note,2006-10-03 to 2007-06-27,4354,NA,NA,NA,NA,37,drama/mystery/psychological/supernatural/thriller,crime/death/detective/Magic Book/police/shinigami,12980,8.7783,8.77711,2006,2007
6591,movie,"NITABOH, the Shamisen Master",2004,NA,NA,NA,NA,NA,NA,drama,historical,101,7.6764,7.65711,2004,NA
6582,TV,Gargoyle of Yoshinaga House,2006-04-04 to 2006-06-27,24919,NA,NA,NA,NA,13,comedy,NA,132,7.2196,7.24253,2006,2006
6581,movie,Animal Crossing,12/16/2006,NA,NA,NA,24728,NA,NA,adventure,NA,120,6.4452,6.54062,2006,NA
6571,TV,Renkin 3-ky?? Magical? Pok??n,2006-04-04 to 2006-06-20,NA,NA,NA,NA,NA,15,comedy/supernatural,ecchi/fanservice/magical girl/parody/robot girl/vampires/witches/wolf girls,370,6.9906,7.00644,2006,2006
6565,movie,Mobile Suit Gundam Seed,NA,NA,NA,NA,NA,NA,NA,drama/science fiction,mecha,23,7.3827,7.42113,NA,NA
6564,TV,Save Me! Lollipop,7/1/2006,4003,NA,NA,NA,NA,12,comedy/magic/romance,magical girl/wizards,161,6.2767,6.36119,2006,NA
6556,TV,Nighthead Genesis,7/29/2006,NA,10878,NA,NA,NA,24,drama/horror/mystery/psychological/supernatural,espers,432,6.3806,6.41071,2006,NA
6555,TV,Sumomomo Momomo - Chij?? Saiky?? no Yome,2006-10-05 to 2007-04-12,6563,NA,NA,NA,NA,22,action/comedy/romance,ecchi/martial arts,667,6.7907,6.80314,2006,2007
6554,TV,Silk Road Kids,9/16/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA
6552,TV,Pumpkin Scissors,2006-10-02 to 2007-03-17,6562,NA,NA,NA,NA,24,adventure/drama,military,1080,7.2745,7.27692,2006,2007
6551,TV,Brighter than the Dawning Blue,2006-10-04 to 2006-12-20,NA,NA,NA,NA,NA,12,action/comedy/fantasy/romance,NA,608,6.6918,6.70734,2006,2006
6549,TV,Gag Manga Biyori 2,2006-08,NA,NA,9135,NA,NA,12,NA,NA,18,7.3868,7.43,2006,NA
6548,TV,Kamisama Kazoku,2006-05-18 to 2006-08-10,NA,NA,NA,NA,NA,13,comedy/drama/fantasy/romance,gods,654,7.1773,7.18302,2006,2006
6547,TV,Living for the Day After Tomorrow,2006-10-05 to 2006-12-21,6560,NA,NA,NA,NA,12,drama/magic/romance,NA,657,7.5219,7.52141,2006,2006
6544,TV,Glass Fleet,4/4/2006,NA,NA,NA,NA,NA,26,adventure/drama/science fiction,crossdressing/space/war,276,6.2562,6.30781,2006,NA
6541,TV,Humanoid Monster Bem,4/1/2006,NA,NA,NA,NA,NA,26,action/horror/supernatural,NA,13,4.5563,5.96678,2006,NA
6536,TV,Chevalier D'Eon,2006-07-02 to 2007-02-24,NA,NA,NA,NA,NA,24,drama/horror/mystery/supernatural,conspiracy/gender switch/historical/revenge/tragedy,1137,7.4153,7.41613,2006,2007
6535,TV,Super Robot Wars OG: Divine Wars,10/4/2006,NA,NA,11760,NA,NA,25,science fiction,mecha,99,6.5544,6.65606,2006,NA
6531,movie,Tekkonkinkreet,12/23/2006,106,NA,NA,NA,NA,NA,action/drama/psychological,crime/yakuza,825,7.8764,7.87093,2006,NA
6530,movie,Utsu-musume Sayuri,2003,NA,NA,NA,NA,NA,NA,NA,NA,23,1.5821,3.60931,2003,NA
6529,movie,One Piece: Take Aim! The Pirate Baseball King,3/6/2004,NA,NA,NA,NA,NA,NA,comedy/fantasy,baseball,277,6.8741,6.89987,2004,NA
6528,movie,One Piece: Dream Soccer King!,2002,NA,NA,NA,NA,NA,NA,adventure/comedy/fantasy,NA,307,7.1064,7.12101,2002,NA
6527,movie,One Piece: Django's Dance Carnival,3/3/2001,NA,NA,NA,NA,NA,NA,comedy/fantasy,music,332,7.1376,7.15006,2001,NA
6517,TV,Takoyaki Mant-Man,1998-04-04 to 1999-09-25,NA,NA,NA,NA,NA,77,NA,NA,1,3,NA,1998,1999
6512,TV,Demonbane,2006-05-18 to 2006-08-17,NA,NA,NA,NA,NA,12,comedy/romance/science fiction/supernatural,fanservice/mecha,499,6.3162,6.34388,2006,2006
6509,TV,Ginyuu Mokushiroku Meine Liebe wieder,1/22/2006,NA,NA,NA,NA,NA,13,drama,bishounen/historical,113,6.9242,6.97898,2006,NA
6495,TV,Idaten Jump,2005-10-01 to 2006-09-30,6496,NA,NA,NA,NA,52,adventure/tournament,sports,42,5.2979,5.7861,2005,2006
6494,movie,KAHEY - A Certain Captain's Life,7/16/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA
6491,TV,San Ch??me no Y??hi,1990-10-12 to 1991-09-21,6490,NA,NA,NA,NA,27,slice of life,NA,NA,NA,NA,1990,1991
6489,movie,Detective Conan: Conan vs Kid - SHARK & JEWEL -,7/29/2005,NA,NA,NA,NA,NA,NA,NA,NA,28,7.2407,7.31693,2005,NA
6487,TV,Kinnikuman Nisei - Ultimate Muscle,2004-04-07 to 2004-06-30,NA,NA,6486,NA,NA,13,NA,NA,21,6.0728,6.58989,2004,2004
6486,TV,Kinnikuman Nisei - Ultimate Muscle 2,1/4/2006,NA,NA,NA,NA,NA,13,NA,NA,14,6.8656,7.156,2006,NA
6469,TV,Soul Link,2006-04-01 to 2006-06-24,NA,NA,NA,NA,NA,13,adventure/comedy/drama/romance/science fiction,military,429,5.6215,5.67247,2006,2006
6468,movie,Tennis no Oujisama: Atobe Kara no Okurimono,1/29/2005,NA,NA,NA,NA,NA,NA,comedy/tournament,sports,140,7.1437,7.17142,2005,NA
6467,TV,Princess Princess,2006-04-05 to 2006-06-21,6174,NA,NA,NA,NA,12,comedy/drama,bishounen/cross dressing/crossdressing/friendship/school/shounen-ai,766,6.8877,6.89706,2006,2006
6466,TV,Third: The Girl with the Blue Eye,2006-04-13 to 2006-10-26,NA,NA,NA,NA,NA,24,adventure/drama/science fiction,mecha/real robot,722,7.5299,7.52933,2006,2006
6465,TV,Bakkyuu HIT! Crash Bedaman,2006-01-07 to 2006-12-25,NA,NA,NA,13256,NA,50,adventure,NA,9,6.562,NA,2006,2006
6456,movie,Redline,8/14/2009,NA,NA,NA,NA,NA,NA,action/science fiction/tournament,aliens/racing,1280,7.9586,7.95429,2009,NA
6453,TV,Tsuyokiss - Cool??Sweet,2006-07-01 to 2006-09-16,NA,NA,NA,NA,NA,12,comedy/romance/slice of life,NA,331,6.4184,6.45606,2006,2006
6452,TV,Musashi,2006-04-09 to 2006-10-08,NA,NA,NA,NA,NA,26,action/adventure,historical/samurai,141,4.0066,4.28018,2006,2006
6451,TV,Coyote Ragtime Show,2006-07-03 to 2006-09-18,NA,8176,NA,NA,NA,12,action/comedy/drama/science fiction/thriller,assassins/girls with guns/pirates/space/treasure hunting,718,6.4068,6.42468,2006,2006
6449,TV,Black Blood Brothers,2006-09-08 to 2006-11-24,NA,NA,NA,NA,NA,12,action/drama/supernatural,vampires,1925,6.9092,6.91283,2006,2006
6447,movie,Yonna in the Solitary Fortress,4/8/2006,NA,NA,NA,NA,NA,NA,adventure/fantasy,NA,91,4.857,5.16432,2006,NA
6440,TV,Honey and Clover II,2006-06-29 to 2006-09-21,NA,NA,NA,NA,NA,12,comedy/drama/romance,Fine Arts/unrequited love,2070,8.5611,8.55495,2006,2006
6437,movie,Futari wa Precure Splash Star Tick Tack Kiki Ippatsu!,12/9/2006,NA,NA,NA,NA,NA,NA,comedy/magic,idols/magical girl,37,7.0835,7.18423,2006,NA
6436,movie,Clannad,9/15/2007,NA,NA,NA,NA,NA,NA,drama/psychological/romance,dreams/family/moe/parenting/school/tragedy,1250,7.3482,7.34959,2007,NA
6431,TV,Kanon,8/25/2006,NA,NA,NA,NA,24317,24,drama/romance/supernatural,moe/school,3649,8.5514,8.54794,2006,NA
6430,TV,Melancholy of Haruhi Suzumiya,2006-04-02 to 2006-07-02,12524,NA,NA,10924,NA,14,comedy/science fiction/slice of life/supernatural,school,10186,8.4828,8.48164,2006,2006
6428,movie,Shakugan no Shana,4/21/2007,NA,NA,NA,8336/20374,20375,NA,drama/romance/supernatural,NA,827,7.3084,7.31107,2007,NA
6426,TV,Ah! My Goddess: Flights of Fancy,2006-04-06 to 2006-09-14,NA,NA,8679,NA,NA,24,comedy/drama/romance/supernatural,goddesses/harem/magical girlfriend,1735,7.7357,7.73405,2006,2006
6425,TV,Aria - The Natural,2006-04-02 to 2006-09-24,NA,NA,7818,NA,NA,26,science fiction/slice of life,NA,1089,8.0535,8.04741,2006,2006
6419,movie,Kaiketsu Zorori,3/11/2006,NA,NA,NA,NA,NA,NA,NA,NA,5,4.8885,NA,2006,NA
6418,movie,Keroro Guns??,3/1/2006,NA,NA,7484,NA,NA,NA,action/comedy/science fiction,NA,98,7.1858,7.21951,2006,NA
6417,TV,Hime-sama Goyojin,4/12/2006,NA,NA,NA,NA,NA,12,comedy,NA,56,5.8601,6.14858,2006,NA
6412,TV,Black Jack 21,2006-04-10 to 2006-09-04,NA,NA,NA,NA,NA,17,adventure/drama/mystery,assassins,118,7.7448,7.72172,2006,2006
6382,TV,Project Blue Earth SOS,2006-07-02 to 2006-12-03,NA,NA,NA,NA,NA,6,action/science fiction,NA,118,6.5871,6.67089,2006,2006
6375,TV,School Rumble: 2nd Semester,2006-04-02 to 2006-09-24,NA,NA,9814,NA,NA,26,comedy/drama/romance,love polygon/school/school life,2503,8.2601,8.25645,2006,2006
6366,TV,Nerima Daikon Brothers,2006-01-09 to 2006-03-27,NA,NA,NA,NA,NA,12,comedy,parody,253,7.0967,7.11473,2006,2006
6365,TV,Grandpa Danger,2004-04 to 2005-03,14414,NA,NA,NA,NA,51,adventure/comedy,NA,NA,NA,NA,2004,2005
6359,TV,Getsumen to Heiki Mina,1/13/2007,NA,NA,NA,NA,NA,11,comedy/magic/science fiction,alien/ecchi/magical girl,99,5.9759,6.14011,2007,NA
6357,TV,Welcome to the NHK,2006-07-09 to 2006-12-17,24882,NA,NA,NA,NA,24,comedy/drama/psychological,conspiracy/dark comedy/fanservice/hikikomori/NEET/otaku,4163,8.3977,8.39511,2006,2006
6356,TV,Rakugo Tennyo Oyui,2006-01-05 to 2006-03-23,NA,NA,NA,NA,NA,12,comedy,historical,15,6.0258,6.67869,2006,2006
6351,TV,Kotenkotenko,10/6/2005,NA,NA,NA,NA,NA,52,adventure/comedy/fantasy,NA,NA,NA,NA,2005,NA
6347,TV,Fighting Beauty Wulong,2005-10,6532,NA,NA,NA,NA,50,action/comedy/tournament,martial arts,75,6.3036,6.4679,2005,NA
6346,movie,Detective Conan: The Private Eyes' Requiem,4/12/2006,NA,NA,7487,NA,NA,NA,adventure/drama/mystery/thriller,detective,199,7.8851,7.8629,2006,NA
6344,movie,Captain Tsubasa: Asu ni Mukatte Hashire!,3/15/1986,NA,NA,NA,NA,NA,NA,tournament,sports,20,7.1754,7.29517,1986,NA
6343,movie,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,1986,NA,NA,NA,NA,NA,NA,NA,NA,18,7.2716,7.36088,1986,NA
6342,movie,Captain Tsubasa: Ayaushi! Zen Nippon Jr.,1985,NA,NA,NA,NA,NA,NA,tournament,sports,24,7.2079,7.30353,1985,NA
6341,movie,Captain Tsubasa: Europe Daikessen,1985,NA,NA,NA,NA,NA,NA,tournament,sports,26,7.0468,7.18827,1985,NA
6339,TV,Tanoshii Moomin Ikka: B??ken Nikki,1991-10-10 to 1992-03-26,NA,NA,NA,NA,NA,26,NA,NA,9,7.345,NA,1991,1992
6338,movie,Tanoshii Moomin Ikka: Moomin Tani no Suisei,8/8/1992,NA,NA,NA,NA,NA,NA,adventure/comedy/fantasy,NA,43,7.4503,7.46001,1992,NA
6318,TV,Futari Kurashi,1998-04-28 to 1998-06-30,NA,NA,NA,NA,NA,36,comedy/romance,ecchi,2,7.7231,NA,1998,1998
6317,TV,Surfside High School,1999-06-01 to 1999-07-02,NA,NA,NA,NA,NA,20,comedy,school life,NA,NA,NA,1999,1999
6316,TV,Spider Riders,3/25/2006,NA,NA,7881,NA,NA,52,adventure/comedy/fantasy,NA,70,5.4766,5.77195,2006,NA
6313,TV,Rockman.EXE Beast,2005-10-01 to 2006-04-01,NA,NA,7951,NA,NA,25,action/adventure/comedy/science fiction,mecha,33,6.995,7.12828,2005,2006
6312,TV,Kiba,4/2/2006,NA,NA,NA,NA,NA,51,adventure/drama/fantasy/tournament,developing powers/fighting/spirits,951,7.0724,7.07766,2006,NA
6311,TV,Gakuen Heaven,2006-04-01 to 2006-06-24,NA,NA,NA,NA,NA,13,comedy/romance/slice of life,bishounen/high school/male harem/shounen-ai,638,6.8176,6.8301,2006,2006
6300,TV,Looking Up At The Half-Moon,2006-01-12 to 2006-02-23,NA,NA,NA,7236/15316,NA,6,drama/romance,tragedy,2362,8.4428,8.43801,2006,2006
6294,TV,Tohai Densetu Akagi -Yamini Maiorita Tensai-,2005-10-04 to 2006-03-28,6295,NA,NA,NA,NA,26,psychological/thriller,yakuza,553,7.8004,7.79391,2005,2006
6292,TV,Nihon-ichi no Otoko no Tamashii,1999-01-01 to 1999-01-28,NA,NA,NA,NA,NA,NA,comedy/drama,school,1,0,NA,1999,1999
6290,movie,Princess of Baghdad,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,NA
6288,TV,Yoshimune,2006-04-05 to 2006-09-13,NA,NA,NA,NA,NA,24,comedy,historical,13,6.2,6.8215,2006,2006
6287,TV,Simoun,2006-04-03 to 2006-09-25,NA,NA,NA,NA,NA,26,drama/fantasy/romance/science fiction,gender switch/religion/shoujo-ai/war/yuri,696,7.5736,7.57226,2006,2006
6278,TV,Den-noh Coil,2007-05-12 to 2007-12-01,NA,NA,NA,NA,NA,26,adventure/drama/mystery/science fiction,augmented reality/computers/technology,1437,8.3316,8.32467,2007,2007
6276,TV,Tokko,2006-04-15 to 2006-07-29,4394,NA,NA,NA,NA,13,horror/mystery/supernatural,demons/police,1027,6.4499,6.46197,2006,2006
6265,TV,Ijiwaru-Kei,2004-12-26 to 2005-04-03,NA,NA,NA,NA,NA,14,comedy,NA,NA,NA,NA,2004,2005
6259,TV,Ape Escape,2006-04-08 to 2006-09-30,NA,NA,7961,NA,NA,26,adventure/comedy,NA,6,2.6521,NA,2006,2006
6257,TV,True Tears,1/4/2008,NA,NA,NA,NA,NA,13,drama/romance,high school/love rectangle/school,1909,7.3324,7.33342,2008,NA
6255,TV,Galaxy Angel Rune,2006-10-01 to 2006-12-24,NA,NA,NA,NA,NA,13,comedy/science fiction,fanservice,89,5.473,5.71321,2006,2006
6254,TV,Onegai My Melody - Kuru Kuru Shuffle!,2006-04-02 to 2007-03-25,NA,NA,7866,NA,NA,52,comedy/fantasy,NA,11,7.6348,NA,2006,2007
6251,TV,Air Gear,2006-04-04 to 2006-09-26,4164,NA,NA,NA,NA,25,action/comedy/drama/tournament,ecchi/gangs/school/sports,2372,7.3348,7.3356,2006,2006
6248,TV,hack//Roots,2006-04-05 to 2006-09-27,NA,NA,8719,NA,NA,26,adventure/drama/fantasy/romance/science fiction,Unrequited Love/Virtual Reality,952,6.5616,6.57322,2006,2006
6242,movie,Dr. Pinoko no Mori no B??ken,12/17/2005,NA,NA,NA,NA,NA,NA,comedy,NA,26,5.5594,6.17058,2005,NA
6236,TV,Gintama,2006-04-04 to 2010-03-25,4733,NA,12835,23119,NA,201,action/adventure/comedy/drama/fantasy/science fiction,Aliens/historical/parody/Samurai,1329,8.2026,8.19627,2006,2010
6235,TV,Tokyo Tribe 2,2006-11-11 to 2007-02-17,4121,NA,NA,NA,NA,13,action/drama,gangs/yakuza,49,6.4728,6.67385,2006,2007
6234,TV,Yomigaeru Sora - RESCUE WINGS,2006-01-09 to 2006-03-27,NA,NA,NA,NA,NA,13,drama,military,132,7.3359,7.34914,2006,2006
6230,TV,Digimon: Data Squad,2006-04-02 to 2007-03-25,NA,NA,NA,6866/20486,NA,48,adventure/drama/fantasy/science fiction,NA,322,6.4904,6.52649,2006,2007
6221,TV,Futari wa Precure Splash Star,2006-02-05 to 2007-01-28,NA,NA,NA,6437,17027,49,magic/science fiction,magical girl,57,7.2719,7.31067,2006,2007
6220,movie,Negadon: The Monster from Mars,8/16/2007,NA,NA,NA,NA,NA,NA,science fiction,mecha,63,5.2038,5.57036,2007,NA
6216,TV,Fushigiboshi no Futago Hime Gyu!,2006-04-01 to 2007-03-31,NA,NA,NA,NA,NA,52,comedy/magic,NA,8,6.1386,NA,2006,2007
6209,TV,Beet the Vandel Buster Excellion,2005-10-06 to 2006-03-30,NA,NA,NA,NA,NA,25,action/adventure/fantasy/supernatural,NA,103,6.4004,6.5146,2005,2006
6207,movie,Crayon Shin-chan: Densetsu o Yobu Buriburi Sanpun Pokkiri Daishingeki,2005,NA,NA,6750,NA,NA,NA,comedy,NA,7,7.0339,NA,2005,NA
6204,TV,Amaenaide yo!! Katsu!!,2006-01-04 to 2006-03-22,NA,NA,NA,NA,NA,13,comedy/romance/slice of life/supernatural,ecchi/harem,811,6.7666,6.77722,2006,2006
6203,TV,Wan Wan Serebu Soreyuke! Tetsunoshin,1/7/2006,NA,NA,NA,NA,NA,51,comedy,NA,1,3,NA,2006,NA
6202,TV,Ayakashi - Samurai Horror Tales,1/12/2006,NA,NA,NA,7890,NA,11,horror/supernatural,historical/revenge/tragedy,608,7.3647,7.36722,2006,NA
6201,TV,Momo: The Girl God of Death,3/2/2006,20046,NA,NA,NA,NA,6,drama/fantasy/psychological/romance/supernatural,shinigami/tragedy,997,7.4438,7.44441,2006,NA
6200,TV,Story of Saiunkoku,2006-04-08 to 2007-02-24,NA,NA,7868,8458,NA,39,drama/romance/supernatural,bishounen/historical/male harem/politics,1076,7.9645,7.95932,2006,2007
6199,TV,Yume Tsukai,2006-04-08 to 2006-06-24,4867,NA,NA,NA,NA,12,comedy/slice of life/supernatural,NA,206,6.2949,6.36095,2006,2006
6189,movie,Mah??jin Guru Guru,4/20/1996,NA,NA,NA,NA,NA,NA,adventure/comedy,NA,30,7.2456,7.3168,1996,NA
6178,TV,Kirarin Revolution,4/7/2006,6390,NA,NA,NA,NA,153,comedy/drama/romance,idols/music,95,6.3407,6.47013,2006,NA
6177,TV,Jyu-Oh-Sei,2006-04-13 to 2006-06-22,6380,NA,NA,NA,NA,11,adventure/drama/mystery/science fiction,military/space,1215,7.254,7.25635,2006,2006
6176,TV,Strawberry Panic!,2006-04-03 to 2006-09-25,NA,NA,NA,NA,NA,26,drama/romance,yuri,2250,8.1083,8.10505,2006,2006
6175,TV,Good Witch of the West,2006-04-07 to 2006-06-30,NA,NA,NA,NA,NA,13,drama/fantasy/mystery/romance,NA,244,6.5195,6.56522,2006,2006
6170,movie,Mon Mon the Water Spider,1/3/2006,NA,NA,NA,NA,NA,NA,NA,NA,15,7.7403,7.63119,2006,NA
6169,movie,Day I Bought a Star,1/3/2006,NA,NA,NA,NA,NA,NA,science fiction,NA,6,8.0503,NA,2006,NA
6168,movie,House Hunting,1/3/2006,NA,NA,NA,NA,NA,NA,NA,NA,8,7.9745,NA,2006,NA
6164,TV,Gag Manga Biyori,2005-02-07 to 2005-04-25,9134,NA,NA,6549,NA,12,comedy,NA,91,7.1256,7.16861,2005,2005
6163,TV,Ray,4/5/2006,4262,NA,NA,NA,NA,13,drama/romance/science fiction,NA,247,6.627,6.66721,2006,NA
6162,movie,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,12/17/2005,NA,NA,NA,NA,NA,NA,magic,NA,NA,NA,NA,2005,NA
6161,TV,Lovege Chu - Miracle Seiy?? Hakusho,2006-04-04 to 2006-09-26,NA,NA,NA,NA,NA,25,comedy/romance,seiyuu,64,5.896,6.14844,2006,2006
6160,TV,Himawari!,2006-04-08 to 2006-07-01,NA,NA,7052,NA,NA,13,adventure/comedy/romance,NA,344,6.2224,6.26529,2006,2006
6159,TV,Black Lagoon,2006-04-08 to 2006-06-24,6158,NA,6832,NA,24360,12,action/drama,crime/girls with guns/mafia/pirates,5045,8.2066,8.20491,2006,2006
6151,TV,"Marcelino, Pan y Vino",2001-08-29 to 2002-02-18,NA,NA,NA,NA,NA,26,NA,NA,3,6.8099,NA,2001,2002
6147,movie,Tales from Earthsea,7/29/2006,NA,NA,NA,NA,NA,NA,adventure/drama/fantasy,dragons,1255,6.6782,6.68593,2006,NA
6145,TV,Zegapain,2006-04-06 to 2006-09-28,NA,NA,NA,NA,NA,26,drama/mystery/romance/science fiction,mecha/post-apocalyptic/virtual reality,510,7.4873,7.48747,2006,2006
6142,movie,Paprika,2006-08,NA,NA,NA,NA,NA,NA,mystery/psychological/science fiction/thriller,dreams,3126,8.2633,8.26036,2006,NA
6138,TV,Capeta,2005-10-04 to 2006-09-26,5325,NA,NA,NA,NA,52,tournament,sports,144,7.6541,7.64185,2005,2006
6134,TV,When They Cry - Higurashi,2006-04-04 to 2006-09-26,NA,NA,7454,NA,8766,26,drama/horror/mystery/psychological/supernatural/thriller,conspiracy/death/gore/moe/revenge/tragedy,4613,8.006,8.00467,2006,2006
6122,TV,Ouran High School Host Club,2006-04-04 to 2006-09-26,5075,NA,NA,NA,NA,26,comedy/romance/slice of life,bishounen/crossdressing/host club/male harem/parody/school/school life,6743,8.439,8.43732,2006,2006
6115,TV,NANA,2006-04-05 to 2007-03-28,2745,NA,NA,NA,NA,47,drama/romance,music,2074,8.449,8.44351,2006,2007
6114,TV,Guardian Ninja Mamoru,2006-01-07 to 2006-03-25,NA,NA,NA,NA,NA,12,action/comedy/romance/slice of life,harem/ninja/school,525,6.3964,6.42095,2006,2006
6102,movie,Once Upon A Time In China,8/15/1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,NA
6095,TV,Lemon Angel Project,1/6/2006,NA,NA,NA,NA,NA,13,drama,idols/music,117,6.3451,6.45205,2006,NA
6094,TV,Disgaea,4/4/2006,NA,NA,NA,NA,NA,12,adventure/comedy/fantasy,angels/demons,888,6.7673,6.777,2006,NA
6077,TV,Inukami!,2006-04-05 to 2006-09-27,14946,NA,7038,NA,NA,26,action/comedy/romance/supernatural,dog girls/ecchi/fanservice/foxgirls,994,7.1568,7.16083,2006,2006
6074,movie,Silent M??bius: The Motion Picture 2,1992,NA,NA,NA,NA,NA,NA,adventure,NA,69,5.9738,6.19913,1992,NA
6071,TV,Sasami: Magical Girls Club,2006-04-13 to 2006-07-13,NA,NA,7659,NA,NA,13,comedy/magic,NA,133,6.3079,6.40613,2006,2006
6058,movie,One Piece: Mega Mecha Soldier of Karakuri Castle,3/4/2006,NA,NA,7109,NA,NA,NA,adventure/comedy,pirates,326,7.0703,7.08537,2006,NA
6052,TV,xxxHOLiC,2006-04-06 to 2006-09-28,2890,NA,8551,NA,NA,24,adventure/comedy/horror/mystery/psychological/slice of life/supernatural,folklore/ghosts/occult/spirits,2707,7.8227,7.82125,2006,2006
6050,TV,Ginban Kaleidoscope,2005-10-08 to 2005-12-24,25047,NA,NA,NA,NA,12,comedy/drama/romance/supernatural,sports,559,7.3766,7.37908,2005,2005
6039,TV,Submarine Super 99,2003,NA,NA,NA,NA,NA,13,action/adventure/science fiction,military,14,5.8443,6.60607,2003,NA
6035,TV,Magikano,2006-01-03 to 2006-03-28,6034,NA,NA,NA,NA,13,action/comedy/romance,ecchi/fanservice/harem/witches,778,6.1683,6.18845,2006,2006
6027,TV,Eternal Alice,2006-01-03 to 2006-03-28,6026,NA,NA,NA,NA,13,action/drama/magic/romance,magical girl/yuri,164,5.8567,5.96839,2006,2006
6024,TV,Girl's High,2006-04-03 to 2006-06-19,4154,NA,NA,NA,NA,12,comedy/slice of life,ecchi/school,782,6.3935,6.41014,2006,2006
6010,TV,Papillon Rose,2006-02-09 to 2006-03-16,NA,NA,NA,NA,NA,6,NA,ecchi/fanservice/magical girl,42,5.0497,5.59306,2006,2006
6008,TV,REC,2006-02-02 to 2006-03-30,6016,NA,NA,NA,NA,10,comedy/drama/romance,seiyuu,1478,7.6286,7.62752,2006,2006
5991,movie,Marco - Carry a Dream,4/3/1999,NA,NA,NA,NA,NA,NA,NA,NA,17,6.8382,7.1099,1999,NA
5977,movie,Space Station No. 9,2005-04,NA,NA,9883,NA,NA,NA,NA,NA,39,6.5669,6.78523,2005,NA
5976,TV,Canvas 2 - Niji Iro no Sketch,2005-10-02 to 2006-03-26,NA,6812,NA,NA,NA,24,comedy/drama/romance/slice of life,incest,528,6.8357,6.85035,2005,2006
5949,TV,Karin,2005-11-03 to 2006-05-11,5431,NA,NA,NA,NA,24,comedy/romance/supernatural,vampire,2427,7.3605,7.36116,2005,2006
5943,TV,Shakugan no Shana,9/16/2005,12530,NA,6821/7847,6428,8173,24,action/drama/romance/supernatural,magical girl/monsters/spirits/superpowers/tsundere,4372,7.8717,7.87067,2005,NA
5932,TV,Mayutoro The Toons,2003-10-01 to 2004-03-01,NA,NA,NA,NA,NA,NA,comedy/fantasy,NA,NA,NA,NA,2003,2004
5923,TV,Mushi-Shi,10/21/2005,4779,NA,15895,NA,NA,26,adventure/mystery/psychological/slice of life/supernatural,folklore/mythology/spirits,5016,8.7913,8.78821,2005,NA
5920,movie,Voltes V: The Liberation,1999,NA,NA,NA,NA,NA,NA,action/drama/science fiction,mecha,9,5.3793,NA,1999,NA
5913,movie,Portable Kuukou,5/29/2004,NA,NA,5977,NA,NA,NA,science fiction,NA,38,6.9614,7.08942,2004,NA
5905,movie,Arashi no Yoru ni,12/10/2005,NA,NA,NA,NA,NA,NA,adventure/drama,NA,229,7.3984,7.4032,2005,NA
5904,TV,Easy Cooking Animation: Seishun no Shokutaku,1989-07-05 to 1990-01-31,NA,NA,NA,NA,NA,25,comedy,cooking,NA,NA,NA,1989,1990
5902,movie,Hoero! Bun Bun,4/4/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,NA
5900,TV,Zettai Seigi Love Pheromone,2005-07-05 to 2005-09-27,NA,NA,NA,NA,NA,13,comedy/magic,NA,44,6.2253,6.49734,2005,2005
5894,TV,Gaiking: Legend of Daik??-mary??,2005-11-12 to 2006-09-24,NA,NA,NA,NA,NA,39,action/adventure/science fiction,mecha,50,7.1181,7.19101,2005,2006
5887,TV,Noein - to your other self,10/11/2005,NA,NA,NA,NA,NA,24,adventure/drama/psychological/romance/science fiction,parallel universe/quantum physics/time travel,1989,7.8676,7.86537,2005,NA
5871,TV,Dokkan! Robotendon,1995-10-05 to 1996-03-28,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1995,1996
5870,TV,Happy Seven,10/2/2005,NA,NA,NA,NA,NA,13,action/comedy/drama/magic/romance,NA,82,5.5855,5.82924,2005,NA
5869,TV,Deko Boko Friends,2005-09,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,2005,NA
5868,TV,Lamune,2005-10-10 to 2005-12-26,NA,NA,NA,NA,NA,12,romance/slice of life,NA,615,7.0048,7.01418,2005,2005
5862,TV,Immortal Grand Prix,10/5/2005,NA,NA,NA,NA,NA,24,drama/science fiction/tournament,mecha/racing,312,6.811,6.83633,2005,NA
